시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
충청남도 천안서북구 불당동,1811,1811,0,불당 호반베르디움 The First,84.8093,202109,8,"79,500",9,2016,불당19로 200,
충청남도 천안서북구 불당동,1811,1811,0,불당 호반베르디움 The First,99.9759,202109,11,"91,750",9,2016,불당19로 200,
충청남도 천안서북구 불당동,1811,1811,0,불당 호반베르디움 The First,59.804,202109,11,"52,900",20,2016,불당19로 200,
충청남도 천안서북구 불당동,1811,1811,0,불당 호반베르디움 The First,59.804,202109,15,"49,500",6,2016,불당19로 200,
충청남도 천안서북구 불당동,1846,1846,0,불당 호반써밋플레이스 센터시티,84.9737,202109,13,"73,000",5,2017,불당25로 8,
충청남도 천안서북구 불당동,1846,1846,0,불당 호반써밋플레이스 센터시티,98.2067,202109,16,"89,000",15,2017,불당25로 8,
충청남도 천안서북구 불당동,1497,1497,0,불당리더힐스,59.7,202109,10,"42,700",16,2016,불당24로 10,
충청남도 천안서북구 불당동,757,757,0,불당아이파크,84.95,202109,6,"50,700",11,2004,불당17길 14,
충청남도 천안서북구 불당동,757,757,0,불당아이파크,84.95,202109,15,"47,000",6,2004,불당17길 14,
충청남도 천안서북구 불당동,757,757,0,불당아이파크,84.95,202109,25,"49,500",6,2004,불당17길 14,
충청남도 천안서북구 불당동,1503,1503,0,불당이안,74.93,202109,1,"54,900",1,2015,불당23로 13,
충청남도 천안서북구 불당동,1503,1503,0,불당이안,84.92,202109,2,"68,000",20,2015,불당23로 13,
충청남도 천안서북구 불당동,1503,1503,0,불당이안,74.93,202109,7,"55,500",12,2015,불당23로 13,
충청남도 천안서북구 불당동,1503,1503,0,불당이안,84.92,202109,11,"67,300",26,2015,불당23로 13,
충청남도 천안서북구 불당동,1503,1503,0,불당이안,74.93,202109,16,"55,400",6,2015,불당23로 13,
충청남도 천안서북구 불당동,1503,1503,0,불당이안,84.9,202109,17,"65,800",19,2015,불당23로 13,
충청남도 천안서북구 불당동,1494,1494,0,불당파크푸르지오2단지,99.9883,202109,24,"90,000",22,2018,불당26로 122,
충청남도 천안서북구 불당동,1426,1426,0,불당풍림아이원아파트,45.7798,202109,1,"18,200",1,2016,불당14로 11,
충청남도 천안서북구 불당동,1426,1426,0,불당풍림아이원아파트,42.8428,202109,2,"17,800",3,2016,불당14로 11,
충청남도 천안서북구 불당동,1426,1426,0,불당풍림아이원아파트,45.7798,202109,11,"20,000",4,2016,불당14로 11,
충청남도 천안서북구 불당동,1426,1426,0,불당풍림아이원아파트,45.7798,202109,14,"19,000",4,2016,불당14로 11,
충청남도 천안서북구 불당동,1426,1426,0,불당풍림아이원아파트,45.7798,202109,28,"20,300",4,2016,불당14로 11,
충청남도 천안서북구 불당동,788,788,0,불당한성필하우스,59.9813,202109,7,"27,000",8,2004,불당11로 68,
충청남도 천안서북구 불당동,788,788,0,불당한성필하우스,59.9813,202109,8,"27,000",8,2004,불당11로 68,
충청남도 천안서북구 불당동,788,788,0,불당한성필하우스,59.9813,202109,11,"24,700",3,2004,불당11로 68,
충청남도 천안서북구 불당동,788,788,0,불당한성필하우스,59.9813,202109,11,"27,500",7,2004,불당11로 68,
충청남도 천안서북구 불당동,788,788,0,불당한성필하우스,59.9813,202109,15,"26,900",3,2004,불당11로 68,
충청남도 천안서북구 불당동,1548,1548,0,천안 불당 지웰 더샵,84.7278,202109,1,"94,500",18,2016,불당26로 77,
충청남도 천안서북구 불당동,1548,1548,0,천안 불당 지웰 더샵,112.5916,202109,4,"148,000",5,2016,불당26로 77,
충청남도 천안서북구 불당동,1548,1548,0,천안 불당 지웰 더샵,84.7278,202109,9,"95,000",15,2016,불당26로 77,
충청남도 천안서북구 불당동,1548,1548,0,천안 불당 지웰 더샵,84.7278,202109,25,"90,500",20,2016,불당26로 77,
충청남도 천안서북구 불당동,1544,1544,0,천안 불당 지웰시티푸르지오 1단지,99.9342,202109,2,"104,900",14,2017,불당26로 80,
충청남도 천안서북구 불당동,1614,1614,0,천안 불당 지웰시티푸르지오 2단지,99.922,202109,3,"100,000",16,2017,불당26로 50,
충청남도 천안서북구 불당동,1614,1614,0,천안 불당 지웰시티푸르지오 2단지,99.9342,202109,4,"105,000",26,2017,불당26로 50,
충청남도 천안서북구 불당동,1613,1613,0,천안불당 호반써밋플레이스,84.7392,202109,4,"88,500",21,2017,불당21로 40,
충청남도 천안서북구 불당동,1613,1613,0,천안불당 호반써밋플레이스,99.9551,202109,23,"97,000",5,2017,불당21로 40,
충청남도 천안서북구 불당동,1545,1545,0,천안불당린스트라우스1단지,99.9908,202109,8,"88,000",8,2017,불당19로 95,
충청남도 천안서북구 불당동,1545,1545,0,천안불당린스트라우스1단지,84.9729,202109,17,"76,000",4,2017,불당19로 95,
충청남도 천안서북구 불당동,1289,1289,0,펜타포트(103동),217.166,202109,17,"171,000",62,2011,공원로 196,
충청남도 천안서북구 불당동,1270,1270,0,한화꿈에그린,127.2354,202109,7,"50,500",5,2009,광장로 260,
충청남도 천안서북구 불당동,1270,1270,0,한화꿈에그린,127.2354,202109,16,"55,000",16,2009,광장로 260,
충청남도 천안서북구 불당동,1510,1510,0,호반 베르디움 센트로 포레,97.3742,202109,2,"56,000",10,2017,불당23로 10,20210906
충청남도 천안서북구 불당동,1510,1510,0,호반 베르디움 센트로 포레,97.3742,202109,3,"83,300",12,2017,불당23로 10,
충청남도 천안서북구 성거읍 문덕리,231-6,231,6,하늘빛,59.35,202109,5,"7,000",10,2003,소우문덕길 5,
충청남도 천안서북구 성거읍 문덕리,231-6,231,6,하늘빛,59.35,202109,8,"6,200",3,2003,소우문덕길 5,
충청남도 천안서북구 성거읍 문덕리,231-6,231,6,하늘빛,59.35,202109,11,"5,300",1,2003,소우문덕길 5,
충청남도 천안서북구 성거읍 문덕리,231-6,231,6,하늘빛,59.35,202109,14,"6,400",5,2003,소우문덕길 5,
충청남도 천안서북구 성거읍 문덕리,231-6,231,6,하늘빛,59.35,202109,16,"6,700",3,2003,소우문덕길 5,
충청남도 천안서북구 성거읍 문덕리,231-6,231,6,하늘빛,39.9,202109,27,"4,300",2,2003,소우문덕길 5,
충청남도 천안서북구 성거읍 문덕리,231-6,231,6,하늘빛,59.35,202109,30,"6,500",4,2003,소우문덕길 5,
충청남도 천안서북구 성거읍 송남리,14,14,0,송죽,84.78,202109,15,"7,000",1,1991,성거길 79-1,
충청남도 천안서북구 성거읍 신월리,03월 03일,3,3,성거벽산,59.99,202109,4,"11,800",1,1998,봉주로 107-6,20210908
충청남도 천안서북구 성거읍 신월리,03월 03일,3,3,성거벽산,59.99,202109,6,"11,800",1,1998,봉주로 107-6,
충청남도 천안서북구 성거읍 신월리,03월 03일,3,3,성거벽산,59.99,202109,10,"13,300",5,1998,봉주로 107-6,
충청남도 천안서북구 성거읍 신월리,03월 03일,3,3,성거벽산,59.99,202109,10,"11,850",8,1998,봉주로 107-6,
충청남도 천안서북구 성거읍 신월리,03월 03일,3,3,성거벽산,59.99,202109,24,"13,300",7,1998,봉주로 107-6,
충청남도 천안서북구 성거읍 신월리,03월 03일,3,3,성거벽산,71.81,202109,25,"14,000",14,1998,봉주로 107-6,
충청남도 천안서북구 성거읍 신월리,03월 03일,3,3,성거벽산,84.98,202109,27,"16,900",16,1998,봉주로 107-6,
충청남도 천안서북구 성거읍 신월리,467,467,0,직산역 꿈에그린,59.9768,202109,23,"26,400",12,2019,신월길 20,
충청남도 천안서북구 성거읍 신월리,02월 26일,2,26,천안삼환나우빌,84.9132,202109,6,"19,700",7,2005,봉주로 120,
충청남도 천안서북구 성거읍 신월리,02월 26일,2,26,천안삼환나우빌,84.9132,202109,12,"19,400",6,2005,봉주로 120,
충청남도 천안서북구 성거읍 신월리,02월 26일,2,26,천안삼환나우빌,84.9132,202109,13,"18,500",8,2005,봉주로 120,
충청남도 천안서북구 성거읍 신월리,02월 26일,2,26,천안삼환나우빌,84.9132,202109,14,"19,000",6,2005,봉주로 120,
충청남도 천안서북구 성거읍 신월리,02월 26일,2,26,천안삼환나우빌,84.9132,202109,24,"20,700",13,2005,봉주로 120,
충청남도 천안서북구 성거읍 요방리,160-22,160,22,육영원룸,27.6,202109,4,"2,300",6,1996,망향로 343,
충청남도 천안서북구 성거읍 요방리,160-22,160,22,육영원룸,27.6,202109,15,"2,350",5,1996,망향로 343,
충청남도 천안서북구 성거읍 요방리,160-22,160,22,육영원룸,27.6,202109,15,"2,500",3,1996,망향로 343,
충청남도 천안서북구 성거읍 요방리,160-22,160,22,육영원룸,27.6,202109,15,"2,050",2,1996,망향로 343,
충청남도 천안서북구 성거읍 요방리,160-22,160,22,육영원룸,27.6,202109,24,"2,700",5,1996,망향로 343,
충청남도 천안서북구 성거읍 저리,Feb-53,53,2,삼일원앙,59.42,202109,1,"9,700",6,1998,성거길 103,
충청남도 천안서북구 성거읍 저리,Feb-53,53,2,삼일원앙,59.42,202109,4,"9,000",6,1998,성거길 103,
충청남도 천안서북구 성거읍 저리,Feb-53,53,2,삼일원앙,59.42,202109,11,"9,500",2,1998,성거길 103,
충청남도 천안서북구 성거읍 저리,Feb-53,53,2,삼일원앙,59.42,202109,15,"9,000",8,1998,성거길 103,
충청남도 천안서북구 성거읍 저리,319-31,319,31,스윗트리,84.923,202109,3,"12,200",3,2005,수청1길 19,
충청남도 천안서북구 성거읍 저리,07월 26일,26,7,아느칸빌,39.06,202109,7,"6,000",4,2004,성거길 181-1,
충청남도 천안서북구 성거읍 저리,07월 26일,26,7,아느칸빌,39.06,202109,13,"6,700",1,2004,성거길 181-1,
충청남도 천안서북구 성거읍 저리,07월 26일,26,7,아느칸빌,39.06,202109,13,"6,700",1,2004,성거길 181-1,
충청남도 천안서북구 성거읍 저리,252,252,0,저리보금자리,39.84,202109,2,"7,000",1,2000,오송1길 7,
충청남도 천안서북구 성거읍 저리,01월 03일,1,3,청호포도마을,59.58,202109,1,"9,000",5,1997,망향로 785,
충청남도 천안서북구 성거읍 천흥리,425-1,425,1,성거백승,84.96,202109,13,"14,000",16,1995,천흥4길 6,
충청남도 천안서북구 성거읍 천흥리,425-1,425,1,성거백승,64.83,202109,29,"10,600",3,1995,천흥4길 6,
충청남도 천안서북구 성성동,696,696,0,천안 레이크타운 푸르지오,84.91,202109,10,"61,000",20,2017,성성6로 111,
충청남도 천안서북구 성성동,696,696,0,천안 레이크타운 푸르지오,84.9076,202109,13,"67,000",32,2017,성성6로 111,
충청남도 천안서북구 성성동,697,697,0,천안레이크타운2차 푸르지오,84.91,202109,3,"59,900",25,2018,성성9로 14,
충청남도 천안서북구 성성동,697,697,0,천안레이크타운2차 푸르지오,84.91,202109,4,"69,000",25,2018,성성9로 14,
충청남도 천안서북구 성성동,697,697,0,천안레이크타운2차 푸르지오,84.91,202109,4,"69,000",25,2018,성성9로 14,20210916
충청남도 천안서북구 성성동,697,697,0,천안레이크타운2차 푸르지오,84.91,202109,4,"69,500",35,2018,성성9로 14,
충청남도 천안서북구 성성동,697,697,0,천안레이크타운2차 푸르지오,84.91,202109,17,"70,000",11,2018,성성9로 14,
충청남도 천안서북구 성성동,969,969,0,천안레이크타운3차푸르지오,84.9838,202109,27,"76,800",22,2020,성성6로 68,
충청남도 천안서북구 성성동,827,827,0,천안시티자이,84.9474,202109,8,"63,000",11,2018,성성6로 21,
충청남도 천안서북구 성성동,827,827,0,천안시티자이,84.9474,202109,11,"62,000",27,2018,성성6로 21,
충청남도 천안서북구 성성동,827,827,0,천안시티자이,74.5302,202109,11,"53,000",28,2018,성성6로 21,
충청남도 천안서북구 성성동,827,827,0,천안시티자이,59.9934,202109,17,"46,000",16,2018,성성6로 21,
충청남도 천안서북구 성성동,827,827,0,천안시티자이,74.5302,202109,26,"52,000",9,2018,성성6로 21,
충청남도 천안서북구 성성동,827,827,0,천안시티자이,84.9474,202109,29,"65,000",6,2018,성성6로 21,
충청남도 천안서북구 성정동,643,643,0,대우목화1,60.03,202109,12,"20,200",1,1986,서부16길 49,
충청남도 천안서북구 성정동,698-1,698,1,대우성촌프라자,70.95,202109,9,"13,000",11,1993,성정15길 6,
충청남도 천안서북구 성정동,690-2,690,2,삼풍빌라,137.08,202109,29,"17,000",2,1992,서부7길 11,
충청남도 천안서북구 성정동,823,823,0,선경,59.85,202109,7,"9,900",1,1994,도원2길 39,
충청남도 천안서북구 성정동,823,823,0,선경,59.85,202109,16,"10,750",17,1994,도원2길 39,
충청남도 천안서북구 성정동,823,823,0,선경,84.9,202109,16,"18,300",7,1994,도원2길 39,
충청남도 천안서북구 성정동,823,823,0,선경,128.91,202109,16,"18,000",9,1994,도원2길 39,
충청남도 천안서북구 성정동,823,823,0,선경,59.85,202109,18,"10,700",2,1994,도원2길 39,
충청남도 천안서북구 성정동,823,823,0,선경,128.91,202109,25,"20,300",5,1994,도원2길 39,
충청남도 천안서북구 성정동,696-4,696,4,성정활림2목련,59.89,202109,1,"8,500",17,1994,성정8길 14,
충청남도 천안서북구 성정동,1357,1357,0,엔젤팰리스,23.4,202109,5,"6,500",5,2012,성정공원5로 37,
충청남도 천안서북구 성정동,717,717,0,주공5-2,47.01,202109,2,"20,000",1,1988,성정로 75,
충청남도 천안서북구 성정동,717,717,0,주공5-2,39.69,202109,22,"17,350",2,1988,성정로 75,
충청남도 천안서북구 성정동,785,785,0,주공6-1,47.01,202109,4,"15,400",3,1989,서부대로 648-13,
충청남도 천안서북구 성정동,785,785,0,주공6-1,46.68,202109,11,"16,800",3,1989,서부대로 648-13,
충청남도 천안서북구 성정동,785,785,0,주공6-1,47.01,202109,16,"15,000",5,1989,서부대로 648-13,
충청남도 천안서북구 성정동,789,789,0,주공6-3,46.99,202109,12,"15,200",3,1991,쌍용대로 289-11,
충청남도 천안서북구 성정동,789,789,0,주공6-3,46.99,202109,26,"14,000",5,1991,쌍용대로 289-11,
충청남도 천안서북구 성정동,1562,1562,0,천안역 우방 아이유쉘,84.9975,202109,6,"35,000",20,2018,천안천6길 33,
충청남도 천안서북구 성정동,1562,1562,0,천안역 우방 아이유쉘,84.9975,202109,16,"36,700",10,2018,천안천6길 33,
충청남도 천안서북구 성정동,1562,1562,0,천안역 우방 아이유쉘,84.9975,202109,16,"36,700",10,2018,천안천6길 33,20210917
충청남도 천안서북구 성정동,1347,1347,0,평화로운나날,19.2875,202109,1,"4,200",7,2013,성정공원6길 36,
충청남도 천안서북구 성정동,1347,1347,0,평화로운나날,19.2875,202109,10,"4,200",9,2013,성정공원6길 36,
충청남도 천안서북구 성정동,1433,1433,0,프라지움10차아파트,60,202109,13,"17,800",14,2018,성정공원3길 14,
충청남도 천안서북구 성정동,1322,1322,0,프라지움3차,34.8928,202109,6,"6,700",12,2014,성정두정로 35,
충청남도 천안서북구 성정동,1322,1322,0,프라지움3차,20.3693,202109,11,"4,900",5,2014,성정두정로 35,
충청남도 천안서북구 성정동,1317,1317,0,프라지움5차,49.92,202109,11,"11,750",7,2015,오성로 120,
충청남도 천안서북구 성정동,1270,1270,0,프라지움6차,27.9046,202109,9,"7,000",8,2016,성정공원6길 1-12,
충청남도 천안서북구 성정동,1270,1270,0,프라지움6차,27.9046,202109,9,"7,000",8,2016,성정공원6길 1-12,
충청남도 천안서북구 성정동,1523,1523,0,학산리젠다빌-2차-A동,20.34,202109,6,"3,300",6,2013,동서대로 129-22,
충청남도 천안서북구 성정동,659-1,659,1,화승,54.21,202109,12,"8,000",3,1990,서부4길 34,
충청남도 천안서북구 성정동,659-1,659,1,화승,54.21,202109,18,"7,800",4,1990,서부4길 34,
충청남도 천안서북구 성정동,659-1,659,1,화승,54.21,202109,18,"7,600",4,1990,서부4길 34,
충청남도 천안서북구 성정동,141-3,141,3,활림1차,59.98,202109,6,"8,400",1,1993,선영10길 12,
충청남도 천안서북구 성환읍 매주리,244-13,244,13,부영,84.9643,202109,12,"18,000",9,2005,천안대로 1853,
충청남도 천안서북구 성환읍 매주리,244-13,244,13,부영,84.9643,202109,14,"19,500",14,2005,천안대로 1853,
충청남도 천안서북구 성환읍 매주리,244-5,244,5,부영사랑으로,84.8872,202109,15,"19,000",11,2006,천안대로 1853,
충청남도 천안서북구 성환읍 매주리,319-1,319,1,성환골드,65.52,202109,3,"8,400",5,1991,성환1로 204,
충청남도 천안서북구 성환읍 매주리,183,183,0,성환부영,49.92,202109,4,"7,000",3,1998,천안대로 1843,
충청남도 천안서북구 성환읍 매주리,183,183,0,성환부영,49.92,202109,6,"7,300",1,1998,천안대로 1843,
충청남도 천안서북구 성환읍 매주리,183,183,0,성환부영,49.92,202109,16,"6,700",9,1998,천안대로 1843,
충청남도 천안서북구 성환읍 매주리,183,183,0,성환부영,59.76,202109,19,"13,000",7,1998,천안대로 1843,
충청남도 천안서북구 성환읍 매주리,312,312,0,성환삼풍,83.115,202109,24,"13,000",4,1993,성환2로 56,
충청남도 천안서북구 성환읍 매주리,311-9,311,9,중앙,54.48,202109,11,"7,500",7,1992,연암율금로 480,
충청남도 천안서북구 성환읍 매주리,311-9,311,9,중앙,84.6,202109,15,"9,000",9,1992,연암율금로 480,
충청남도 천안서북구 성환읍 매주리,182-10,182,10,천안 성환 e-편한세상,84.8965,202109,4,"22,000",2,2009,성환1로 54-45,
충청남도 천안서북구 성환읍 매주리,182-10,182,10,천안 성환 e-편한세상,84.9544,202109,6,"23,000",10,2009,성환1로 54-45,
충청남도 천안서북구 성환읍 성월리,147-1,147,1,미산라이프아파트,69.3957,202109,9,"14,500",10,2016,성월2길 30,
충청남도 천안서북구 성환읍 성월리,111-13,111,13,성환부자마을,84.4319,202109,25,"17,500",9,2007,성환3로 57,
충청남도 천안서북구 성환읍 성월리,02월 26일,26,2,태양,30.0616,202109,4,"2,900",1,2001,학사촌1길 23,
충청남도 천안서북구 성환읍 성월리,150,150,0,현대한솔,42.84,202109,4,"7,450",18,1997,성월2길 16,
충청남도 천안서북구 성환읍 성월리,150,150,0,현대한솔,42.84,202109,4,"7,450",15,1997,성월2길 16,
충청남도 천안서북구 성환읍 성월리,150,150,0,현대한솔,59.4,202109,6,"10,700",7,1997,성월2길 16,
충청남도 천안서북구 성환읍 성월리,150,150,0,현대한솔,84.96,202109,12,"19,700",17,1997,성월2길 16,
충청남도 천안서북구 성환읍 성환리,356-19,356,19,조양,59.4,202109,24,"14,000",1,1985,성환10길 3-4,
충청남도 천안서북구 성환읍 송덕리,Dec-55,55,12,영흥,58.5,202109,11,"5,800",1,1993,신방로 362,
충청남도 천안서북구 성환읍 수향리,214-9,214,9,근로자복지,36.61,202109,7,"2,000",2,1994,무내2길 8,
충청남도 천안서북구 성환읍 수향리,214-9,214,9,근로자복지,36.61,202109,27,"2,300",2,1994,무내2길 8,
충청남도 천안서북구 성환읍 수향리,466-5,466,5,한미래,59.4,202109,22,"7,800",5,2003,안궁1길 2,
충청남도 천안서북구 성환읍 수향리,466-5,466,5,한미래,59.4,202109,26,"8,000",6,2003,안궁1길 2,
충청남도 천안서북구 성환읍 율금리,773,773,0,두진그린힐,59.735,202109,8,"7,500",3,2001,율금1길 221-34,
충청남도 천안서북구 성환읍 율금리,773,773,0,두진그린힐,59.735,202109,11,"8,000",4,2001,율금1길 221-34,
충청남도 천안서북구 성환읍 율금리,773,773,0,두진그린힐,59.735,202109,15,"8,000",12,2001,율금1길 221-34,
충청남도 천안서북구 성환읍 율금리,773,773,0,두진그린힐,59.735,202109,16,"7,800",10,2001,율금1길 221-34,
충청남도 천안서북구 성환읍 율금리,447-2,447,2,이화,58.728,202109,9,"5,300",3,1998,율금1길 276,
충청남도 천안서북구 신당동,705,705,0,e편한세상천안부성,72.8643,202109,4,"32,000",10,2018,천안대로 1287-1,
충청남도 천안서북구 신당동,705,705,0,e편한세상천안부성,59.638,202109,4,"22,000",7,2018,천안대로 1287-1,
충청남도 천안서북구 신당동,377-10,377,10,조승,84.99,202109,26,"9,300",10,1994,신당새터2길 29-12,
충청남도 천안서북구 쌍용동,380-27,380,27,경동,45.88,202109,7,"7,000",5,1986,새말4길 36,
충청남도 천안서북구 쌍용동,1361,1361,0,계룡푸른마을,59.8,202109,2,"19,000",7,1996,충무로 143-8,20210905
충청남도 천안서북구 쌍용동,1361,1361,0,계룡푸른마을,59.8,202109,4,"15,000",1,1996,충무로 143-8,
충청남도 천안서북구 쌍용동,1361,1361,0,계룡푸른마을,59.8,202109,5,"18,850",7,1996,충무로 143-8,
충청남도 천안서북구 쌍용동,1361,1361,0,계룡푸른마을,59.8,202109,7,"20,000",7,1996,충무로 143-8,
충청남도 천안서북구 쌍용동,1361,1361,0,계룡푸른마을,59.8,202109,8,"16,000",4,1996,충무로 143-8,
충청남도 천안서북구 쌍용동,1361,1361,0,계룡푸른마을,84.97,202109,9,"20,500",1,1996,충무로 143-8,
충청남도 천안서북구 쌍용동,1233,1233,0,광명,84.56,202109,8,"20,000",7,1993,미라2길 19,
충청남도 천안서북구 쌍용동,1233,1233,0,광명,84.56,202109,8,"20,000",7,1993,미라2길 19,20210908
충청남도 천안서북구 쌍용동,1233,1233,0,광명,84.56,202109,10,"18,000",3,1993,미라2길 19,
충청남도 천안서북구 쌍용동,1233,1233,0,광명,84.56,202109,10,"19,400",11,1993,미라2길 19,
충청남도 천안서북구 쌍용동,380-3,380,3,극동,84.175,202109,16,"17,000",4,1991,새말3길 15,
충청남도 천안서북구 쌍용동,889,889,0,대우타워,59.76,202109,9,"14,750",4,1994,미라15길 24,
충청남도 천안서북구 쌍용동,889,889,0,대우타워,101.7,202109,11,"22,150",3,1994,미라15길 24,
충청남도 천안서북구 쌍용동,889,889,0,대우타워,59.76,202109,13,"14,400",13,1994,미라15길 24,
충청남도 천안서북구 쌍용동,889,889,0,대우타워,84.9225,202109,16,"17,000",3,1994,미라15길 24,
충청남도 천안서북구 쌍용동,889,889,0,대우타워,59.76,202109,28,"14,500",6,1994,미라15길 24,
충청남도 천안서북구 쌍용동,1273,1273,0,상록수현대,84.41,202109,4,"21,500",7,1995,쌍용17길 52,
충청남도 천안서북구 쌍용동,1273,1273,0,상록수현대,59.445,202109,5,"18,800",3,1995,쌍용17길 52,
충청남도 천안서북구 쌍용동,1273,1273,0,상록수현대,84.41,202109,12,"21,650",8,1995,쌍용17길 52,
충청남도 천안서북구 쌍용동,1273,1273,0,상록수현대,59.445,202109,30,"14,500",19,1995,쌍용17길 52,
충청남도 천안서북구 쌍용동,566,566,0,세경개나리,52.59,202109,2,"13,000",12,1994,쌍용18길 61,
충청남도 천안서북구 쌍용동,566,566,0,세경개나리,52.59,202109,8,"13,000",10,1994,쌍용18길 61,
충청남도 천안서북구 쌍용동,566,566,0,세경개나리,52.59,202109,15,"12,000",12,1994,쌍용18길 61,
충청남도 천안서북구 쌍용동,567,567,0,시영2차근로복지,49.67,202109,4,"11,900",6,1994,쌍용18길 69,
충청남도 천안서북구 쌍용동,567,567,0,시영2차근로복지,49.67,202109,16,"12,000",2,1994,쌍용18길 69,
충청남도 천안서북구 쌍용동,2077,2077,0,쌍용동일하이빌,114.771,202109,11,"34,900",1,2007,충무로 5-16,
충청남도 천안서북구 쌍용동,2077,2077,0,쌍용동일하이빌,114.771,202109,25,"41,200",6,2007,충무로 5-16,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",59.78,202109,1,"17,000",9,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",59.95,202109,4,"18,100",6,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",59.95,202109,5,"17,000",7,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",59.95,202109,5,"16,800",5,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",84.61,202109,5,"26,000",12,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",59.78,202109,11,"16,000",15,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",84.61,202109,17,"24,500",15,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",59.95,202109,18,"17,200",9,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",59.95,202109,18,"17,500",8,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",59.95,202109,23,"17,500",11,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",59.95,202109,25,"17,750",9,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",59.95,202109,27,"18,000",6,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,1920,1920,0,"쌍용마을 뜨란채,주공아파트",59.95,202109,28,"18,500",11,1999,봉서산샛길 64,
충청남도 천안서북구 쌍용동,2050,2050,0,쌍용역푸르지오,84.7279,202109,2,"29,000",6,2006,충무로 93,
충청남도 천안서북구 쌍용동,2050,2050,0,쌍용역푸르지오,84.746,202109,25,"27,700",5,2006,충무로 93,
충청남도 천안서북구 쌍용동,2075,2075,0,쌍용자이,84.839,202109,1,"29,900",3,2007,월봉1길 15,
충청남도 천안서북구 쌍용동,2075,2075,0,쌍용자이,145.933,202109,1,"44,000",1,2007,월봉1길 15,
충청남도 천안서북구 쌍용동,2075,2075,0,쌍용자이,84.839,202109,4,"27,500",5,2007,월봉1길 15,
충청남도 천안서북구 쌍용동,2075,2075,0,쌍용자이,145.933,202109,17,"44,000",3,2007,월봉1길 15,
충청남도 천안서북구 쌍용동,1548,1548,0,월봉대우,59.884,202109,3,"18,000",4,1998,월봉4로 88-11,
충청남도 천안서북구 쌍용동,1548,1548,0,월봉대우,59.884,202109,4,"18,000",11,1998,월봉4로 88-11,
충청남도 천안서북구 쌍용동,1548,1548,0,월봉대우,59.884,202109,7,"17,400",2,1998,월봉4로 88-11,
충청남도 천안서북구 쌍용동,1548,1548,0,월봉대우,59.884,202109,7,"19,900",13,1998,월봉4로 88-11,
충청남도 천안서북구 쌍용동,1548,1548,0,월봉대우,59.884,202109,9,"19,800",7,1998,월봉4로 88-11,
충청남도 천안서북구 쌍용동,1547,1547,0,월봉일성5,84.9,202109,1,"23,000",2,1999,월봉4로 120-16,
충청남도 천안서북구 쌍용동,1547,1547,0,월봉일성5,84.9,202109,4,"24,000",6,1999,월봉4로 120-16,
충청남도 천안서북구 쌍용동,1547,1547,0,월봉일성5,59.99,202109,4,"17,500",15,1999,월봉4로 120-16,
충청남도 천안서북구 쌍용동,1547,1547,0,월봉일성5,59.99,202109,4,"18,400",9,1999,월봉4로 120-16,
충청남도 천안서북구 쌍용동,1547,1547,0,월봉일성5,114.67,202109,11,"34,000",9,1999,월봉4로 120-16,
충청남도 천안서북구 쌍용동,1547,1547,0,월봉일성5,59.99,202109,25,"18,500",12,1999,월봉4로 120-16,
충청남도 천안서북구 쌍용동,1367,1367,0,월봉청솔1단지,50.16,202109,8,"16,000",3,2000,월봉4로 140-9,
충청남도 천안서북구 쌍용동,1367,1367,0,월봉청솔1단지,50.16,202109,8,"16,500",4,2000,월봉4로 140-9,
충청남도 천안서북구 쌍용동,1367,1367,0,월봉청솔1단지,50.16,202109,9,"16,000",12,2000,월봉4로 140-9,
충청남도 천안서북구 쌍용동,1367,1367,0,월봉청솔1단지,50.16,202109,10,"15,500",4,2000,월봉4로 140-9,
